MMMM_YY,Employee_ID,Age,Gender,City,Education_Level,Department,Income,Date_Of_Joining,LastWorkingDate,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Overtime_Flag,Attrition,Tenure_Months,Age_At_Joining,Rating_Increased,Income_Increased,Grade_Change,Overtime_Ratio,Age_scaled,Income_scaled,Tenure_Months_scaled,Total_Business_Value_scaled
01-05-2021,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,250557,2,1,1,28,51.66666667,0,0,0,0.206896552,1.560692096,-1.815865162,0.084477687,2.906631455
01-06-2021,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,146167,1,0,1,29,51.58333333,0,0,0,0.2,1.560692096,-1.815865162,0.156344185,1.232467125
01-07-2021,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,98992,2,1,1,30,51.5,1,0,0,0.193548387,1.560692096,-1.815865162,0.228210684,0.475893677
01-08-2021,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,153289,3,0,1,31,51.41666667,1,0,0,0.1875,1.560692096,-1.815865162,0.300077182,1.346686862
01-09-2021,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,38530,2,0,1,32,51.33333333,0,0,0,0.181818182,1.560692096,-1.815865162,0.371943681,-0.493771269
01-10-2021,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,153142,3,0,1,33,51.25,1,0,0,0.176470588,1.560692096,-1.815865162,0.443810179,1.344329336
01-11-2021,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,146516,2,1,1,34,51.16666667,0,0,0,0.171428571,1.560692096,-1.815865162,0.515676678,1.238064245
01-12-2021,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,70377,2,1,1,35,51.08333333,0,0,0,0.166666667,1.560692096,-1.815865162,0.587543176,0.016977954
01-01-2022,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,151141,3,1,1,36,51,1,0,0,0.162162162,1.560692096,-1.815865162,0.659409674,1.312238112
01-02-2022,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,150549,3,0,1,37,50.91666667,0,0,0,0.157894737,1.560692096,-1.815865162,0.731276173,1.302743857
01-03-2022,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,214912,2,0,1,38,50.83333333,0,0,0,0.153846154,1.560692096,-1.815865162,0.803142671,2.334971453
01-04-2022,10478,54,1,BLR,2,Corporate Banking,26081,28-01-2019,03-04-2022,Deputy Manager,1,112865,2,0,1,39,50.75,0,0,0,0.15,1.560692096,-1.815865162,0.87500917,0.698383204
01-01-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,44184,2,0,0,8,38.33333333,0,0,0,0.888888889,0.022900059,1.854796539,-1.352852282,-0.403094719
01-02-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,72875,3,1,0,9,38.25,1,0,0,0.8,0.022900059,1.854796539,-1.280985784,0.057039861
01-03-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,65607,3,0,0,10,38.16666667,0,0,0,0.727272727,0.022900059,1.854796539,-1.209119285,-0.059521364
01-04-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,36611,3,0,0,11,38.08333333,0,0,0,0.666666667,0.022900059,1.854796539,-1.137252787,-0.52454741
01-05-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,79107,2,0,0,12,38,0,0,0,0.615384615,0.022900059,1.854796539,-1.065386288,0.156986141
01-06-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,17689,4,0,0,13,37.91666667,1,0,0,0.571428571,0.022900059,1.854796539,-0.99351979,-0.828010744
01-07-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,69511,4,1,0,14,37.83333333,0,0,0,0.533333333,0.022900059,1.854796539,-0.921653291,0.003089399
01-08-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,66213,2,0,0,15,37.75,0,0,0,0.5,0.022900059,1.854796539,-0.849786793,-0.049802583
01-09-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,-22878,2,1,0,16,37.66666667,0,0,0,0.470588235,0.022900059,1.854796539,-0.777920294,-1.478607778
01-10-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,57734,3,0,0,17,37.58333333,1,0,0,0.444444444,0.022900059,1.854796539,-0.706053796,-0.185785334
01-11-2021,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,136013,3,1,0,18,37.5,0,0,0,0.421052632,0.022900059,1.854796539,-0.634187298,1.069621406
01-12-2021,10479,39,0,BLR,2,IT & Digital,59033.88836,11-05-2020,,Analyst,2,54414,3,1,0,19,37.41666667,0,0,0,0.4,0.022900059,0.186401068,-0.562320799,-0.239030142
01-01-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,36760,3,0,0,20,37.33333333,0,1,0,0.380952381,0.022900059,1.854796539,-0.490454301,-0.522157809
01-02-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,60830,4,0,0,21,37.25,1,0,0,0.363636364,0.022900059,1.854796539,-0.418587802,-0.136132946
01-03-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,31276,3,0,0,22,37.16666667,0,0,0,0.347826087,0.022900059,1.854796539,-0.346721304,-0.610107969
01-04-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,34958,2,0,0,23,37.08333333,0,0,0,0.333333333,0.022900059,1.854796539,-0.274854805,-0.551057551
01-05-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,36659,3,0,0,24,37,1,0,0,0.32,0.022900059,1.854796539,-0.202988307,-0.523777606
01-06-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,43029,3,1,0,25,36.91666667,0,0,0,0.307692308,0.022900059,1.854796539,-0.131121808,-0.421618138
01-07-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,20695,3,1,0,26,36.83333333,0,0,0,0.296296296,0.022900059,1.854796539,-0.05925531,-0.77980174
01-08-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,-4617,3,0,0,27,36.75,0,0,0,0.285714286,0.022900059,1.854796539,0.012611188,-1.185745293
01-09-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,96089,3,1,0,28,36.66666667,0,0,0,0.275862069,0.022900059,1.854796539,0.084477687,0.429336544
01-10-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,53581,2,0,0,29,36.58333333,0,0,0,0.266666667,0.022900059,1.854796539,0.156344185,-0.252389457
01-11-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,119000,4,0,0,30,36.5,1,0,0,0.258064516,0.022900059,1.854796539,0.228210684,0.796773837
01-12-2022,10479,39,0,BLR,2,IT & Digital,86492,11-05-2020,,Analyst,2,31039,3,0,0,31,36.41666667,0,0,0,0.25,0.022900059,1.854796539,0.300077182,-0.613908878
01-01-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,-11325,2,0,0,11,33.08333333,0,0,0,0.083333333,-0.489697287,1.45219098,-1.137252787,-1.293325467
01-02-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,-5468,3,0,0,12,33,1,0,0,0.076923077,-0.489697287,1.45219098,-1.065386288,-1.199393285
01-03-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,84747,4,0,0,13,32.91666667,1,0,0,0.071428571,-0.489697287,1.45219098,-0.99351979,0.247438165
01-04-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,1840,4,0,0,14,32.83333333,0,0,0,0.066666667,-0.489697287,1.45219098,-0.921653291,-1.082190555
01-05-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,-20580,3,0,0,15,32.75,0,0,0,0.0625,-0.489697287,1.45219098,-0.849786793,-1.441753389
01-06-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,59305,3,0,0,16,32.66666667,0,0,0,0.058823529,-0.489697287,1.45219098,-0.777920294,-0.160590275
01-07-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,49758,3,0,0,17,32.58333333,0,0,0,0.055555556,-0.489697287,1.45219098,-0.706053796,-0.313701175
01-08-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,66053,1,0,0,18,32.5,0,0,0,0.052631579,-0.489697287,1.45219098,-0.634187298,-0.052368598
01-09-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,22921,3,0,0,19,32.41666667,1,0,0,0.05,-0.489697287,1.45219098,-0.562320799,-0.744102058
01-10-2021,10480,34,0,DEL,1,IT & Digital,59033.88836,16-02-2020,,Deputy Manager,3,96200,2,0,0,20,32.33333333,0,0,0,0.047619048,-0.489697287,0.186401068,-0.490454301,0.431116717
01-11-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,71178,4,0,0,21,32.25,1,1,0,0.045454545,-0.489697287,1.45219098,-0.418587802,0.029824066
01-12-2021,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,-25509,2,0,0,22,32.16666667,0,0,0,0.043478261,-0.489697287,1.45219098,-0.346721304,-1.520802685
01-01-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,61000,4,0,0,23,32.08333333,1,0,0,0.041666667,-0.489697287,1.45219098,-0.274854805,-0.133406555
01-02-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,83744,3,0,0,24,32,0,0,0,0.04,-0.489697287,1.45219098,-0.202988307,0.231352459
01-03-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,55282,4,0,0,25,31.91666667,1,0,0,0.038461538,-0.489697287,1.45219098,-0.131121808,-0.225109512
01-04-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,51529,3,0,0,26,31.83333333,0,0,0,0.037037037,-0.489697287,1.45219098,-0.05925531,-0.285298598
01-05-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,24275,4,0,0,27,31.75,1,0,0,0.035714286,-0.489697287,1.45219098,0.012611188,-0.722387157
01-06-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,-33365,3,0,0,28,31.66666667,0,0,0,0.034482759,-0.489697287,1.45219098,0.084477687,-1.646794016
01-07-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,29353,3,0,0,29,31.58333333,0,0,0,0.033333333,-0.489697287,1.45219098,0.156344185,-0.64094826
01-08-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,24386,3,0,0,30,31.5,0,0,0,0.032258065,-0.489697287,1.45219098,0.228210684,-0.720606984
01-09-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,98686,4,0,0,31,31.41666667,1,0,0,0.03125,-0.489697287,1.45219098,0.300077182,0.470986173
01-10-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,96699,4,0,0,32,31.33333333,0,0,0,0.03030303,-0.489697287,1.45219098,0.371943681,0.439119476
01-11-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,3,72905,3,1,0,33,31.25,0,0,0,0.029411765,-0.489697287,1.45219098,0.443810179,0.057520989
01-12-2022,10480,34,0,DEL,1,IT & Digital,79866,16-02-2020,,Deputy Manager,4,49827,4,0,0,34,31.16666667,1,0,1,0.028571429,-0.489697287,1.45219098,0.515676678,-0.312594581
01-01-2021,10481,50,0,HYD,2,Retail Banking,54299.4249,23-12-2018,,Analyst,1,176019,3,0,0,25,47.91666667,0,0,0,0.153846154,1.15061422,-0.101271934,-0.131121808,1.71122135
01-02-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,74672,3,1,0,26,47.83333333,0,0,0,0.148148148,1.15061422,-1.472076715,-0.05925531,0.085859416
01-03-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,109468,1,0,0,27,47.75,0,0,0,0.142857143,1.15061422,-1.472076715,0.012611188,0.643903501
01-04-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,60538,1,0,0,28,47.66666667,0,0,0,0.137931034,1.15061422,-1.472076715,0.084477687,-0.140815923
01-05-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,85881,2,0,0,29,47.58333333,1,0,0,0.133333333,1.15061422,-1.472076715,0.156344185,0.265624795
01-06-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,182260,3,0,0,30,47.5,1,0,0,0.129032258,1.15061422,-1.472076715,0.228210684,1.811311968
01-07-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,157950,3,0,0,31,47.41666667,0,0,0,0.125,1.15061422,-1.472076715,0.300077182,1.421438083
01-08-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,-29809,3,1,0,32,47.33333333,0,0,0,0.121212121,1.15061422,-1.472076715,0.371943681,-1.589764335
01-09-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,12212,3,1,0,33,47.25,0,0,0,0.117647059,1.15061422,-1.472076715,0.443810179,-0.915848641
01-10-2021,10481,50,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,-5586,3,0,0,34,47.16666667,0,0,0,0.114285714,1.15061422,-1.472076715,0.515676678,-1.20128572
01-11-2021,10481,39,0,HYD,2,Retail Banking,31739,23-12-2018,,Analyst,1,-8822,3,0,0,35,36.08333333,0,0,0,0.111111111,0.022900059,-1.472076715,0.587543176,-1.253183371
01-12-2021,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,150397,4,0,0,36,47,1,1,0,0.108108108,1.15061422,-1.280860341,0.659409674,1.300306143
01-01-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,161880,3,0,0,37,46.91666667,0,0,0,0.105263158,1.15061422,-1.280860341,0.731276173,1.484465823
01-02-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,129115,3,0,0,38,46.83333333,0,0,0,0.102564103,1.15061422,-1.280860341,0.803142671,0.95899409
01-03-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,119247,3,0,0,39,46.75,0,0,0,0.1,1.15061422,-1.280860341,0.87500917,0.800735122
01-04-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,45448,2,0,0,40,46.66666667,0,0,0,0.097560976,1.15061422,-1.280860341,0.946875668,-0.382823201
01-05-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,96483,2,0,0,41,46.58333333,0,0,0,0.095238095,1.15061422,-1.280860341,1.018742167,0.435655356
01-06-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,171123,2,0,0,42,46.5,0,0,0,0.093023256,1.15061422,-1.280860341,1.090608665,1.632701295
01-07-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,109709,2,0,0,43,46.41666667,0,0,0,0.090909091,1.15061422,-1.280860341,1.162475163,0.647768561
01-08-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,-32162,4,1,0,44,46.33333333,1,0,0,0.088888889,1.15061422,-1.280860341,1.234341662,-1.627500791
01-09-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,167057,2,0,0,45,46.25,0,0,0,0.086956522,1.15061422,-1.280860341,1.30620816,1.567492442
01-10-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,103447,2,0,0,46,46.16666667,0,0,0,0.085106383,1.15061422,-1.280860341,1.378074659,0.547341153
01-11-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,85449,3,0,0,47,46.08333333,1,0,0,0.083333333,1.15061422,-1.280860341,1.449941157,0.258696555
01-12-2022,10481,50,0,HYD,2,Retail Banking,34886,23-12-2018,,Analyst,1,90397,2,0,0,48,46,0,0,0,0.081632653,1.15061422,-1.280860341,1.521807656,0.338050565
01-01-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,75692,3,0,1,-5,52.41666667,0,0,0,-0.75,1.355653158,0.695589045,-2.287116762,0.102217761
01-02-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,56043,3,0,1,-4,52.33333333,0,0,0,-1,1.355653158,0.695589045,-2.215250263,-0.212904904
01-03-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,-20928,3,0,1,-3,52.25,0,0,0,-1.5,1.355653158,0.695589045,-2.143383765,-1.447334472
01-04-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,92551,3,1,1,-2,52.16666667,0,0,0,-3,1.355653158,0.695589045,-2.071517266,0.37259554
01-05-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,50551,4,0,1,-1,52.08333333,1,0,0,inf,1.355653158,0.695589045,-1.999650768,-0.300983364
01-06-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,46435,3,0,1,0,52,0,0,0,3,1.355653158,0.695589045,-1.927784269,-0.366994097
01-07-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,94998,3,0,1,1,51.91666667,0,0,0,1.5,1.355653158,0.695589045,-1.855917771,0.41183953
01-08-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,69793,2,0,1,2,51.83333333,0,0,0,1,1.355653158,0.695589045,-1.784051273,0.007612
01-09-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,5398,4,0,1,3,51.75,1,0,0,0.75,1.355653158,0.695589045,-1.712184774,-1.025128799
01-10-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,-24305,3,1,1,4,51.66666667,0,0,0,0.6,1.355653158,0.695589045,-1.640318276,-1.501493423
01-11-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,-15889,3,0,1,5,51.58333333,0,0,0,0.5,1.355653158,0.695589045,-1.568451777,-1.366521041
01-12-2021,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,56870,4,1,1,6,51.5,1,0,0,0.428571429,1.355653158,0.695589045,-1.496585279,-0.199641814
01-01-2022,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,54818,3,0,1,7,51.41666667,0,0,0,0.375,1.355653158,0.695589045,-1.42471878,-0.232550955
01-02-2022,10482,52,1,CHN,0,IT & Digital,67414,14-06-2021,08-02-2022,Deputy Manager,1,42140,3,0,1,8,51.33333333,0,0,0,0.333333333,1.355653158,0.695589045,-1.352852282,-0.435875559
01-01-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,5304,4,0,0,-2,51.16666667,0,0,0,-16,1.253133689,-0.608838384,-2.071517266,-1.026636333
01-02-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,-6173,1,0,0,-1,51.08333333,0,0,0,inf,1.253133689,-0.608838384,-1.999650768,-1.210699788
01-03-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,43463,1,1,0,0,51,0,0,0,16,1.253133689,-0.608838384,-1.927784269,-0.414657823
01-04-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,54155,3,1,0,1,50.91666667,1,0,0,8,1.253133689,-0.608838384,-1.855917771,-0.243183879
01-05-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,44909,1,0,0,2,50.83333333,0,0,0,5.333333333,1.253133689,-0.608838384,-1.784051273,-0.391467464
01-06-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,33331,2,1,0,3,50.75,1,0,0,4,1.253133689,-0.608838384,-1.712184774,-0.577150715
01-07-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,14874,3,1,0,4,50.66666667,1,0,0,3.2,1.253133689,-0.608838384,-1.640318276,-0.873156568
01-08-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,56637,5,1,0,5,50.58333333,1,0,0,2.666666667,1.253133689,-0.608838384,-1.568451777,-0.203378573
01-09-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,8185,2,0,0,6,50.5,0,0,0,2.285714286,1.253133689,-0.608838384,-1.496585279,-0.980432028
01-10-2021,10483,51,1,CHN,1,Operations,45946,11-03-2021,,Manager,3,33645,2,1,0,7,50.41666667,0,0,0,2,1.253133689,-0.608838384,-1.42471878,-0.572114911
01-11-2021,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,6625,3,0,0,8,50.33333333,1,1,0,1.777777778,1.253133689,-0.467142615,-1.352852282,-1.005450673
01-12-2021,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,-580,3,0,0,9,50.25,0,0,0,1.6,1.253133689,-0.467142615,-1.280985784,-1.12100153
01-01-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,27849,3,1,0,10,50.16666667,0,0,0,1.454545455,1.253133689,-0.467142615,-1.209119285,-0.6650688
01-02-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,-33706,4,0,0,11,50.08333333,1,0,0,1.333333333,1.253133689,-0.467142615,-1.137252787,-1.652262835
01-03-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,3455,1,1,0,12,50,0,0,0,1.230769231,1.253133689,-0.467142615,-1.065386288,-1.056289842
01-04-2022,10483,51,1,CHN,1,Operations,55703.72842,11-03-2021,,Manager,3,35007,1,0,0,13,49.91666667,0,1,0,1.142857143,1.253133689,-0.015944375,-0.99351979,-0.550271709
01-05-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,3033,1,1,0,14,49.83333333,0,0,0,1.066666667,1.253133689,-0.467142615,-0.921653291,-1.063057707
01-06-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,39035,2,1,0,15,49.75,1,0,0,1,1.253133689,-0.467142615,-0.849786793,-0.485672285
01-07-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,26755,2,1,0,16,49.66666667,0,0,0,0.941176471,1.253133689,-0.467142615,-0.777920294,-0.682613926
01-08-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,32916,4,1,0,17,49.58333333,1,0,0,0.888888889,1.253133689,-0.467142615,-0.706053796,-0.583806316
01-09-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,32858,3,1,0,18,49.5,0,0,0,0.842105263,1.253133689,-0.467142615,-0.634187298,-0.584736496
01-10-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,40997,1,1,0,19,49.41666667,0,0,0,0.8,1.253133689,-0.467142615,-0.562320799,-0.454206527
01-11-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,-23054,2,1,0,20,49.33333333,1,0,0,0.761904762,1.253133689,-0.467142615,-0.490454301,-1.481430394
01-12-2022,10483,51,1,CHN,1,Operations,48278,11-03-2021,,Manager,3,-2190,1,1,0,21,49.25,0,0,0,0.727272727,1.253133689,-0.467142615,-0.418587802,-1.146822055
01-01-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,16725,3,1,0,16,34.66666667,0,0,0,0.823529412,-0.284658348,0.229426979,-0.777920294,-0.843470984
01-02-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,33328,2,0,0,17,34.58333333,0,0,0,0.777777778,-0.284658348,0.229426979,-0.706053796,-0.577198828
01-03-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,38351,2,1,0,18,34.5,0,0,0,0.736842105,-0.284658348,0.229426979,-0.634187298,-0.496641998
01-04-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,33972,2,0,0,19,34.41666667,0,0,0,0.7,-0.284658348,0.229426979,-0.562320799,-0.566870618
01-05-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,33871,2,0,0,20,34.33333333,0,0,0,0.666666667,-0.284658348,0.229426979,-0.490454301,-0.568490415
01-06-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,18645,3,0,0,21,34.25,1,0,0,0.636363636,-0.284658348,0.229426979,-0.418587802,-0.812678805
01-07-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,28968,3,0,0,22,34.16666667,0,0,0,0.608695652,-0.284658348,0.229426979,-0.346721304,-0.647122733
01-08-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,32575,3,1,0,23,34.08333333,0,0,0,0.583333333,-0.284658348,0.229426979,-0.274854805,-0.589275135
01-09-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,36994,2,1,0,24,34,0,0,0,0.56,-0.284658348,0.229426979,-0.202988307,-0.518405012
01-10-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,34721,3,1,0,25,33.91666667,1,0,0,0.538461538,-0.284658348,0.229426979,-0.131121808,-0.554858461
01-11-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,22630,3,1,0,26,33.83333333,0,0,0,0.518518519,-0.284658348,0.229426979,-0.05925531,-0.748768997
01-12-2021,10484,36,0,BLR,0,Operations,59742,09-09-2019,,Analyst,3,42806,4,0,0,27,33.75,1,0,0,0.5,-0.284658348,0.229426979,0.012611188,-0.425194522
01-01-2022,10484,36,0,BLR,0,Operations,65375,09-09-2019,,Analyst,3,27546,2,1,0,28,33.66666667,0,1,0,0.482758621,-0.284658348,0.571696389,0.084477687,-0.66992819
01-02-2022,10484,36,0,BLR,0,Operations,65375,09-09-2019,,Analyst,3,17875,3,0,0,29,33.58333333,1,0,0,0.466666667,-0.284658348,0.571696389,0.156344185,-0.825027752
01-03-2022,10484,36,0,BLR,0,Operations,65375,09-09-2019,,Analyst,3,31447,1,1,0,30,33.5,0,0,0,0.451612903,-0.284658348,0.571696389,0.228210684,-0.60736554
01-04-2022,10484,36,0,BLR,0,Operations,65375,09-09-2019,,Analyst,3,61826,3,0,0,31,33.41666667,1,0,0,0.4375,-0.284658348,0.571696389,0.300077182,-0.120159503
